"U:0","U:1","U:2","k","nut","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.27073,5.2247e-15,8.2352e-17,0.00046204,0.0032724,0.92548,1,66.588,66.588,0,0
0.27088,5.2277e-15,8.2399e-17,0.00045946,0.0032559,0.92544,1,66.712,66.712,0,0
0.27104,5.2307e-15,8.2446e-17,0.00045735,0.0032454,0.92541,1,66.836,66.836,0,0
0.2712,5.2338e-15,8.2494e-17,0.00045525,0.003235,0.92538,1,66.96,66.96,0,0
0.27136,5.2368e-15,8.2543e-17,0.0004532,0.0032267,0.92535,1,67.084,67.084,0,0
0.27152,5.2399e-15,8.2591e-17,0.00045118,0.0032193,0.92532,1,67.208,67.208,0,0
0.27168,5.243e-15,8.264e-17,0.00044916,0.003212,0.92529,1,67.332,67.332,0,0
0.27184,5.2462e-15,8.269e-17,0.00044725,0.0032107,0.92526,1,67.456,67.456,0,0
0.27201,5.2494e-15,8.2741e-17,0.00044534,0.0032094,0.92523,1,67.58,67.58,0,0
0.27217,5.2526e-15,8.2791e-17,0.00044322,0.003204,0.9252,1,67.704,67.704,0,0
0.27234,5.2558e-15,8.2842e-17,0.00044062,0.0031893,0.92517,1,67.828,67.828,0,0
0.27251,5.2591e-15,8.2893e-17,0.00043802,0.0031745,0.92514,1,67.952,67.952,0,0
0.27268,5.2624e-15,8.2945e-17,0.00043545,0.0031633,0.92511,1,68.076,68.076,0,0
0.27285,5.2657e-15,8.2998e-17,0.00043289,0.0031544,0.92508,1,68.2,68.2,0,0
0.27303,5.2691e-15,8.3051e-17,0.00043033,0.0031454,0.92505,1,68.324,68.324,0,0
0.2732,5.2725e-15,8.3105e-17,0.00042979,0.0031703,0.92502,1,68.448,68.448,0,0
0.27338,5.2759e-15,8.3159e-17,0.00042941,0.0031979,0.92499,1,68.572,68.572,0,0
0.27356,5.2793e-15,8.3213e-17,0.00042878,0.0032211,0.92496,1,68.696,68.696,0,0
0.27374,5.2828e-15,8.3267e-17,0.00042736,0.0032303,0.92493,1,68.82,68.82,0,0
0.27392,5.2863e-15,8.3322e-17,0.00042594,0.0032395,0.9249,1,68.944,68.944,0,0
0.2741,5.2897e-15,8.3377e-17,0.00042421,0.0032443,0.92487,1,69.068,69.068,0,0
0.27428,5.2932e-15,8.3432e-17,0.00042223,0.0032455,0.92484,1,69.192,69.192,0,0
0.27446,5.2967e-15,8.3487e-17,0.00042025,0.0032467,0.92481,1,69.316,69.316,0,0
0.27464,5.3002e-15,8.3542e-17,0.00042134,0.0032915,0.92478,1,69.44,69.44,0,0
0.27482,5.3038e-15,8.3598e-17,0.00042293,0.0033434,0.92475,1,69.564,69.564,0,0
0.27501,5.3073e-15,8.3653e-17,0.00042438,0.0033941,0.92472,1,69.688,69.688,0,0
0.27519,5.3108e-15,8.3708e-17,0.00042511,0.0034388,0.92469,1,69.812,69.812,0,0
0.27537,5.3143e-15,8.3763e-17,0.00042585,0.0034836,0.92467,1,69.936,69.936,0,0
0.27555,5.3177e-15,8.3818e-17,0.00042586,0.0035178,0.92464,1,70.06,70.06,0,0
0.27573,5.3212e-15,8.3872e-17,0.00042511,0.0035408,0.92461,1,70.184,70.184,0,0
0.27591,5.3246e-15,8.3926e-17,0.00042435,0.0035639,0.92458,1,70.308,70.308,0,0
0.27608,5.328e-15,8.398e-17,0.00042546,0.0036131,0.92455,1,70.432,70.432,0,0
0.27626,5.3314e-15,8.4034e-17,0.00042705,0.0036691,0.92452,1,70.556,70.556,0,0
0.27643,5.3348e-15,8.4087e-17,0.00042876,0.0037269,0.9245,1,70.68,70.68,0,0
0.27661,5.3382e-15,8.414e-17,0.00043141,0.0037999,0.92447,1,70.804,70.804,0,0
0.27678,5.3416e-15,8.4194e-17,0.00043405,0.0038729,0.92444,1,70.928,70.928,0,0
0.27696,5.3449e-15,8.4246e-17,0.00043646,0.003941,0.92441,1,71.052,71.052,0,0
0.27713,5.3482e-15,8.4299e-17,0.00043852,0.0040023,0.92438,1,71.176,71.176,0,0
0.2773,5.3516e-15,8.4351e-17,0.00044058,0.0040636,0.92436,1,71.3,71.3,0,0
0.27747,5.3548e-15,8.4402e-17,0.00044198,0.0040964,0.92433,1,71.424,71.424,0,0
0.27764,5.3581e-15,8.4454e-17,0.00044315,0.0041187,0.9243,1,71.548,71.548,0,0
0.27781,5.3613e-15,8.4505e-17,0.00044428,0.0041407,0.92428,1,71.672,71.672,0,0
0.27797,5.3645e-15,8.4555e-17,0.00044452,0.0041547,0.92425,1,71.796,71.796,0,0
0.27814,5.3677e-15,8.4605e-17,0.00044476,0.0041687,0.92422,1,71.92,71.92,0,0
0.2783,5.3709e-15,8.4655e-17,0.00044484,0.0041813,0.92419,1,72.044,72.044,0,0
0.27846,5.374e-15,8.4704e-17,0.00044463,0.0041915,0.92417,1,72.168,72.168,0,0
0.27862,5.3771e-15,8.4754e-17,0.00044443,0.0042017,0.92414,1,72.292,72.292,0,0
0.27878,5.3802e-15,8.4802e-17,0.00044538,0.0042329,0.92411,1,72.416,72.416,0,0
0.27894,5.3832e-15,8.485e-17,0.00044692,0.0042746,0.92409,1,72.54,72.54,0,0
0.2791,5.3863e-15,8.4898e-17,0.00044846,0.0043163,0.92406,1,72.664,72.664,0,0
0.27925,5.3892e-15,8.4944e-17,0.00044896,0.0043505,0.92404,1,72.788,72.788,0,0
0.2794,5.3921e-15,8.499e-17,0.00044943,0.0043846,0.92401,1,72.912,72.912,0,0
0.27955,5.395e-15,8.5036e-17,0.00044999,0.0044124,0.92398,1,73.036,73.036,0,0
0.2797,5.3978e-15,8.508e-17,0.00045075,0.004425,0.92396,1,73.16,73.16,0,0
0.27985,5.4007e-15,8.5125e-17,0.00045152,0.0044375,0.92393,1,73.284,73.284,0,0
0.27999,5.4035e-15,8.5169e-17,0.00045259,0.0044522,0.92391,1,73.408,73.408,0,0
0.28013,5.4062e-15,8.5213e-17,0.00045387,0.0044683,0.92388,1,73.532,73.532,0,0
0.28028,5.409e-15,8.5256e-17,0.00045514,0.0044844,0.92385,1,73.656,73.656,0,0
0.28042,5.4117e-15,8.5298e-17,0.00045634,0.0045028,0.92383,1,73.78,73.78,0,0
0.28055,5.4144e-15,8.5341e-17,0.00045754,0.0045214,0.9238,1,73.904,73.904,0,0
0.28069,5.417e-15,8.5382e-17,0.00045876,0.004543,0.92378,1,74.028,74.028,0,0
0.28082,5.4196e-15,8.5423e-17,0.00046011,0.004575,0.92375,1,74.152,74.152,0,0
0.28096,5.4221e-15,8.5463e-17,0.00046145,0.0046069,0.92372,1,74.276,74.276,0,0
0.28109,5.4247e-15,8.5503e-17,0.00046176,0.0046268,0.9237,1,74.4,74.4,0,0
0.28122,5.4271e-15,8.5542e-17,0.00046119,0.0046361,0.92367,1,74.524,74.524,0,0
0.28135,5.4296e-15,8.5581e-17,0.00046062,0.0046455,0.92364,1,74.648,74.648,0,0
0.28147,5.432e-15,8.5619e-17,0.00046048,0.0046594,0.92362,1,74.772,74.772,0,0
0.28159,5.4344e-15,8.5656e-17,0.00046042,0.0046741,0.92359,1,74.896,74.896,0,0
0.28172,5.4368e-15,8.5694e-17,0.00046038,0.0046833,0.92357,1,75.02,75.02,0,0
0.28183,5.439e-15,8.573e-17,0.0004604,0.0046635,0.92354,1,75.144,75.144,0,0
0.28195,5.4413e-15,8.5766e-17,0.00046042,0.0046438,0.92352,1,75.268,75.268,0,0
0.28207,5.4436e-15,8.5801e-17,0.00046048,0.0046314,0.92349,1,75.392,75.392,0,0
0.28218,5.4458e-15,8.5836e-17,0.00046057,0.0046271,0.92347,1,75.516,75.516,0,0
0.2823,5.448e-15,8.5871e-17,0.00046067,0.0046228,0.92344,1,75.64,75.64,0,0
0.28241,5.4501e-15,8.5904e-17,0.00046062,0.004636,0.92341,1,75.764,75.764,0,0
0.28252,5.4522e-15,8.5937e-17,0.00046053,0.0046541,0.92339,1,75.888,75.888,0,0
0.28262,5.4543e-15,8.597e-17,0.00046043,0.0046684,0.92336,1,76.012,76.012,0,0
0.28273,5.4564e-15,8.6003e-17,0.00046022,0.0046481,0.92334,1,76.136,76.136,0,0
0.28284,5.4584e-15,8.6035e-17,0.00046001,0.0046279,0.92331,1,76.26,76.26,0,0
0.28294,5.4604e-15,8.6067e-17,0.00045988,0.0045987,0.92329,1,76.384,76.384,0,0
0.28304,5.4624e-15,8.6097e-17,0.00045979,0.0045641,0.92326,1,76.508,76.508,0,0
0.28314,5.4643e-15,8.6128e-17,0.00046017,0.0045463,0.92324,1,76.632,76.632,0,0
0.28324,5.4662e-15,8.6157e-17,0.00046235,0.0045953,0.92321,1,76.756,76.756,0,0
0.28334,5.468e-15,8.6187e-17,0.00046454,0.0046444,0.92319,1,76.88,76.88,0,0
0.28343,5.4698e-15,8.6215e-17,0.00046642,0.0046918,0.92316,1,77.004,77.004,0,0
0.28352,5.4716e-15,8.6243e-17,0.00046824,0.0047389,0.92314,1,77.128,77.128,0,0
0.28361,5.4733e-15,8.627e-17,0.00046902,0.0047506,0.92311,1,77.252,77.252,0,0
0.2837,5.475e-15,8.6296e-17,0.0004687,0.0047244,0.92309,1,77.376,77.376,0,0
0.28378,5.4767e-15,8.6323e-17,0.00046856,0.0047025,0.92306,1,77.5,77.5,0,0
0.28387,5.4783e-15,8.6348e-17,0.00046919,0.0046995,0.92304,1,77.624,77.624,0,0
0.28395,5.4799e-15,8.6373e-17,0.00046983,0.0046965,0.92301,1,77.748,77.748,0,0
0.28403,5.4814e-15,8.6397e-17,0.00047062,0.0046961,0.92299,1,77.872,77.872,0,0
0.28411,5.4829e-15,8.6421e-17,0.00047141,0.0046959,0.92296,1,77.996,77.996,0,0
0.28418,5.4844e-15,8.6444e-17,0.00047233,0.0047043,0.92294,1,78.12,78.12,0,0
0.28426,5.4858e-15,8.6466e-17,0.0004733,0.0047159,0.92291,1,78.244,78.244,0,0
0.28433,5.4871e-15,8.6488e-17,0.00047579,0.0047582,0.92289,1,78.368,78.368,0,0
0.2844,5.4885e-15,8.6509e-17,0.00047951,0.0048252,0.92286,1,78.492,78.492,0,0
0.28446,5.4898e-15,8.6529e-17,0.0004829,0.0048889,0.92284,1,78.616,78.616,0,0
0.28453,5.491e-15,8.6549e-17,0.00048584,0.0049482,0.92281,1,78.74,78.74,0,0
0.28459,5.4923e-15,8.6569e-17,0.00048859,0.0050065,0.92279,1,78.864,78.864,0,0
0.28465,5.4934e-15,8.6587e-17,0.00049095,0.0050631,0.92277,1,78.988,78.988,0,0
0.28471,5.4946e-15,8.6605e-17,0.00049386,0.0051238,0.92274,1,79.112,79.112,0,0
0.28477,5.4957e-15,8.6622e-17,0.0004982,0.0051957,0.92272,1,79.236,79.236,0,0
0.28482,5.4967e-15,8.6639e-17,0.0005016,0.0052368,0.92269,1,79.36,79.36,0,0
0.28488,5.4977e-15,8.6655e-17,0.00050233,0.0051904,0.92267,1,79.484,79.484,0,0
0.28493,5.4987e-15,8.667e-17,0.00050242,0.0051298,0.92264,1,79.608,79.608,0,0
0.28497,5.4996e-15,8.6685e-17,0.00050087,0.0050328,0.92262,1,79.732,79.732,0,0
0.28502,5.5005e-15,8.6699e-17,0.00049978,0.0049554,0.9226,1,79.856,79.856,0,0
0.28506,5.5013e-15,8.6712e-17,0.00049955,0.0049164,0.92257,1,79.98,79.98,0,0
0.2851,5.5021e-15,8.6724e-17,0.00049964,0.0049022,0.92255,1,80.104,80.104,0,0
0.28514,5.5029e-15,8.6736e-17,0.00050014,0.0049209,0.92252,1,80.228,80.228,0,0
0.28518,5.5035e-15,8.6746e-17,0.00050078,0.0049345,0.9225,1,80.352,80.352,0,0
0.28521,5.5042e-15,8.6757e-17,0.00050152,0.0049442,0.92247,1,80.476,80.476,0,0
0.28524,5.5048e-15,8.6766e-17,0.00050253,0.0049132,0.92245,1,80.6,80.6,0,0
0.28527,5.5054e-15,8.6775e-17,0.00050363,0.0048663,0.92243,1,80.724,80.724,0,0
0.28529,5.5058e-15,8.6783e-17,0.00050465,0.0048558,0.9224,1,80.848,80.848,0,0
0.28532,5.5063e-15,8.679e-17,0.00050562,0.0048539,0.92238,1,80.972,80.972,0,0
0.28534,5.5067e-15,8.6796e-17,0.00050635,0.0048832,0.92235,1,81.096,81.096,0,0
0.28536,5.507e-15,8.6801e-17,0.00050735,0.0048946,0.92233,1,81.22,81.22,0,0
0.28537,5.5073e-15,8.6806e-17,0.00050876,0.0048795,0.92231,1,81.344,81.344,0,0
0.28538,5.5075e-15,8.6809e-17,0.00051045,0.0048433,0.92228,1,81.468,81.468,0,0
0.28539,5.5078e-15,8.6813e-17,0.0005123,0.0047992,0.92226,1,81.592,81.592,0,0
0.2854,5.5079e-15,8.6815e-17,0.00051628,0.0048197,0.92224,1,81.716,81.716,0,0
0.28541,5.508e-15,8.6817e-17,0.00052126,0.0048765,0.92221,1,81.84,81.84,0,0
0.28541,5.5081e-15,8.6818e-17,0.00052791,0.004994,0.92219,1,81.964,81.964,0,0
0.28541,5.5081e-15,8.6818e-17,0.000531,0.0050204,0.92217,1,82.088,82.088,0,0
0.28541,5.508e-15,8.6817e-17,0.00053285,0.0050154,0.92215,1,82.212,82.212,0,0
0.2854,5.508e-15,8.6816e-17,0.00053422,0.0049984,0.92212,1,82.336,82.336,0,0
0.2854,5.5078e-15,8.6814e-17,0.00053947,0.0050548,0.9221,1,82.46,82.46,0,0
0.28539,5.5076e-15,8.6811e-17,0.00054733,0.0051626,0.92208,1,82.584,82.584,0,0
0.28537,5.5073e-15,8.6806e-17,0.00055745,0.005329,0.92205,1,82.708,82.708,0,0
0.28535,5.5069e-15,8.68e-17,0.00056801,0.0055253,0.92203,1,82.832,82.832,0,0
0.28533,5.5065e-15,8.6792e-17,0.00057892,0.0057332,0.92201,1,82.956,82.956,0,0
0.2853,5.5059e-15,8.6783e-17,0.0005901,0.0058686,0.92198,1,83.08,83.08,0,0
0.28526,5.5052e-15,8.6773e-17,0.00060119,0.0059526,0.92196,1,83.204,83.204,0,0
0.28523,5.5045e-15,8.6762e-17,0.00061211,0.0060149,0.92193,1,83.328,83.328,0,0
0.28519,5.5038e-15,8.675e-17,0.00062264,0.0060888,0.92191,1,83.452,83.452,0,0
0.28514,5.5029e-15,8.6736e-17,0.0006337,0.0061937,0.92189,1,83.576,83.576,0,0
0.28509,5.5019e-15,8.6721e-17,0.00064214,0.0062678,0.92186,1,83.7,83.7,0,0
0.28504,5.5009e-15,8.6705e-17,0.00064691,0.0062913,0.92184,1,83.824,83.824,0,0
0.28499,5.4999e-15,8.6689e-17,0.00064683,0.0062398,0.92181,1,83.948,83.948,0,0
0.28493,5.4989e-15,8.6673e-17,0.00064778,0.006161,0.92179,1,84.072,84.072,0,0
0.28488,5.4978e-15,8.6656e-17,0.00064908,0.0060431,0.92176,1,84.196,84.196,0,0
0.28482,5.4968e-15,8.6639e-17,0.0006505,0.0058995,0.92174,1,84.32,84.32,0,0
0.28477,5.4957e-15,8.6623e-17,0.00065188,0.0057685,0.92171,1,84.444,84.444,0,0
0.28471,5.4946e-15,8.6606e-17,0.00065423,0.0057688,0.92168,1,84.568,84.568,0,0
0.28466,5.4936e-15,8.6589e-17,0.00066044,0.0058705,0.92165,1,84.692,84.692,0,0
0.2846,5.4925e-15,8.6572e-17,0.00067109,0.0060233,0.92163,1,84.816,84.816,0,0
0.28455,5.4915e-15,8.6556e-17,0.00068524,0.0061738,0.92159,1,84.94,84.94,0,0
0.2845,5.4905e-15,8.6541e-17,0.00069917,0.0062574,0.92156,1,85.064,85.064,0,0
0.28446,5.4897e-15,8.6528e-17,0.0007068,0.0062068,0.92153,1,85.188,85.188,0,0
0.28442,5.489e-15,8.6517e-17,0.00070798,0.0060183,0.92149,1,85.312,85.312,0,0
0.2844,5.4886e-15,8.6511e-17,0.00071576,0.0060288,0.92145,1,85.436,85.436,0,0
0.28439,5.4884e-15,8.6508e-17,0.00072297,0.0061391,0.9214,1,85.56,85.56,0,0
0.2844,5.4885e-15,8.6509e-17,0.00072909,0.0061705,0.92135,1,85.684,85.684,0,0
0.28442,5.489e-15,8.6517e-17,0.00074062,0.0062918,0.92129,1,85.808,85.808,0,0
0.28447,5.4899e-15,8.6531e-17,0.00075519,0.0064812,0.92122,1,85.932,85.932,0,0
0.28455,5.4914e-15,8.6556e-17,0.0007698,0.0065753,0.92114,1,86.056,86.056,0,0
0.28467,5.4938e-15,8.6592e-17,0.00078371,0.0065616,0.92105,1,86.18,86.18,0,0
0.28484,5.4971e-15,8.6644e-17,0.00079696,0.0065908,0.92094,1,86.304,86.304,0,0
0.28507,5.5016e-15,8.6716e-17,0.00080953,0.0067413,0.92081,1,86.428,86.428,0,0
0.28539,5.5077e-15,8.6811e-17,0.00082054,0.0068462,0.92066,1,86.552,86.552,0,0
0.2858,5.5156e-15,8.6937e-17,0.00082968,0.0068135,0.92047,1,86.676,86.676,0,0
0.28635,5.5262e-15,8.7104e-17,0.00083863,0.0067192,0.92025,1,86.8,86.8,0,0
0.28706,5.5399e-15,8.732e-17,0.00084774,0.0066106,0.91998,1,86.924,86.924,0,0
0.28796,5.5574e-15,8.7595e-17,0.00085781,0.0065022,0.91965,1,87.048,87.048,0,0
0.2891,5.5793e-15,8.7941e-17,0.00086889,0.0063978,0.91926,1,87.172,87.172,0,0
0.29053,5.6068e-15,8.8374e-17,0.00088094,0.0063055,0.91877,1,87.296,87.296,0,0
0.29232,5.6414e-15,8.8919e-17,0.0008938,0.0062307,0.91818,1,87.42,87.42,0,0
0.29459,5.6853e-15,8.9611e-17,0.00090873,0.0061833,0.91744,1,87.544,87.544,0,0
0.2974,5.7394e-15,9.0464e-17,0.00092652,0.0061595,0.91654,1,87.668,87.668,0,0
0.30084,5.8059e-15,9.1511e-17,0.00094736,0.0061478,0.91544,1,87.792,87.792,0,0
0.30524,5.8907e-15,9.2849e-17,0.00097293,0.006144,0.91403,1,87.916,87.916,0,0
0.31061,5.9944e-15,9.4483e-17,0.0010039,0.0061447,0.9123,1,88.04,88.04,0,0
0.31731,6.1238e-15,9.6522e-17,0.0010433,0.0061526,0.91011,1,88.164,88.164,0,0
0.32564,6.2845e-15,9.9056e-17,0.0010949,0.0061741,0.90736,1,88.288,88.288,0,0
0.33597,6.4838e-15,1.022e-16,0.0011645,0.0062207,0.90386,1,88.412,88.412,0,0
0.34878,6.731e-15,1.0609e-16,0.0012608,0.0063097,0.89941,1,88.536,88.536,0,0
0.36477,7.0396e-15,1.1096e-16,0.0013995,0.0064702,0.89364,1,88.66,88.66,0,0
0.38441,7.4186e-15,1.1693e-16,0.0015979,0.0067305,0.88628,1,88.784,88.784,0,0
0.40889,7.8911e-15,1.2438e-16,0.0018961,0.0071482,0.87663,1,88.908,88.908,0,0
0.43921,8.4763e-15,1.336e-16,0.0023513,0.0077881,0.86396,1,89.032,89.032,0,0
0.47643,9.1945e-15,1.4492e-16,0.0030505,0.0087293,0.84736,1,89.156,89.156,0,0
0.52191,1.0072e-14,1.5876e-16,0.0041408,0.010087,0.82552,1,89.28,89.28,0,0
0.57705,1.1136e-14,1.7553e-16,0.0058586,0.012026,0.79679,1,89.404,89.404,0,0
0.64302,1.2409e-14,1.956e-16,0.0085595,0.014766,0.75927,1,89.528,89.528,0,0
0.72019,1.3899e-14,2.1907e-16,0.012688,0.01851,0.71103,1,89.652,89.652,0,0
0.8072,1.5578e-14,2.4554e-16,0.018433,0.023042,0.65054,1,89.776,89.776,0,0
0.90039,1.7376e-14,2.7389e-16,0.025174,0.02743,0.57678,1,89.9,89.9,0,0
0.99281,1.916e-14,3.02e-16,0.031439,0.030564,0.49136,1,90.024,90.024,0,0
1.0797,2.0837e-14,3.2843e-16,0.036278,0.0321,0.39858,1,90.148,90.148,0,0
1.1551,2.2293e-14,3.5138e-16,0.039652,0.032721,0.31071,1,90.272,90.272,0,0
1.2181,2.3509e-14,3.7054e-16,0.041699,0.032982,0.23313,1,90.396,90.396,0,0
1.268,2.4471e-14,3.8571e-16,0.041988,0.031929,0.16933,1,90.52,90.52,0,0
1.3058,2.52e-14,3.972e-16,0.041204,0.030996,0.11999,1,90.644,90.644,0,0
1.3329,2.5723e-14,4.0544e-16,0.038781,0.028364,0.084212,1,90.768,90.768,0,0
1.3517,2.6086e-14,4.1117e-16,0.034928,0.024981,0.059834,1,90.892,90.892,0,0
1.3639,2.6323e-14,4.1489e-16,0.030627,0.020928,0.044773,1,91.016,91.016,0,0
1.3711,2.6461e-14,4.1708e-16,0.026905,0.017187,0.036842,1,91.14,91.14,0,0
1.3745,2.6527e-14,4.1812e-16,0.024238,0.014352,0.034135,1,91.264,91.264,0,0
1.3752,2.654e-14,4.1832e-16,0.022506,0.012521,0.035129,1,91.388,91.388,0,0
1.374,2.6516e-14,4.1794e-16,0.021375,0.011419,0.038631,1,91.512,91.512,0,0
1.3715,2.6469e-14,4.172e-16,0.020564,0.01071,0.043754,1,91.636,91.636,0,0
1.3683,2.6407e-14,4.1623e-16,0.019888,0.010181,0.049839,1,91.76,91.76,0,0
1.3647,2.6338e-14,4.1514e-16,0.019208,0.0097344,0.056411,1,91.884,91.884,0,0
1.361,2.6266e-14,4.14e-16,0.018422,0.0093044,0.063097,1,92.008,92.008,0,0
1.3573,2.6194e-14,4.1287e-16,0.017478,0.0088578,0.069677,1,92.132,92.132,0,0
1.3537,2.6124e-14,4.1176e-16,0.016353,0.0083757,0.075944,1,92.256,92.256,0,0
1.3502,2.6057e-14,4.107e-16,0.015097,0.0078638,0.081877,1,92.38,92.38,0,0
1.3469,2.5993e-14,4.097e-16,0.01377,0.0073409,0.087402,1,92.504,92.504,0,0
1.3438,2.5933e-14,4.0876e-16,0.012449,0.0068281,0.092535,1,92.628,92.628,0,0
1.3409,2.5877e-14,4.0788e-16,0.011207,0.006354,0.097278,1,92.752,92.752,0,0
1.3383,2.5827e-14,4.0708e-16,0.010131,0.0059584,0.10161,1,92.876,92.876,0,0
1.3358,2.578e-14,4.0634e-16,0.0092285,0.0056429,0.10562,1,93,93,0,0
1.3336,2.5737e-14,4.0567e-16,0.008497,0.0053935,0.10927,1,93.124,93.124,0,0
1.3316,2.5698e-14,4.0506e-16,0.0079491,0.0052103,0.11253,1,93.248,93.248,0,0
1.3298,2.5663e-14,4.045e-16,0.0075484,0.0050759,0.11544,1,93.372,93.372,0,0
1.3281,2.563e-14,4.0399e-16,0.007281,0.0049992,0.11807,1,93.496,93.496,0,0
1.3265,2.5601e-14,4.0352e-16,0.0071614,0.005011,0.12049,1,93.62,93.62,0,0
1.3251,2.5574e-14,4.0309e-16,0.0071236,0.0050361,0.12272,1,93.744,93.744,0,0
1.3239,2.5549e-14,4.027e-16,0.0071179,0.0050488,0.12476,1,93.868,93.868,0,0
1.3227,2.5527e-14,4.0235e-16,0.0071436,0.0050836,0.12659,1,93.992,93.992,0,0
1.3217,2.5506e-14,4.0203e-16,0.0071495,0.0050798,0.12822,1,94.116,94.116,0,0
1.3207,2.5487e-14,4.0173e-16,0.007152,0.0050707,0.12968,1,94.24,94.24,0,0
1.3197,2.5469e-14,4.0144e-16,0.0072109,0.0051069,0.131,1,94.364,94.364,0,0
1.3188,2.5452e-14,4.0117e-16,0.0073064,0.0051758,0.13221,1,94.488,94.488,0,0
1.3179,2.5435e-14,4.009e-16,0.0074123,0.0052456,0.13333,1,94.612,94.612,0,0
1.3171,2.5419e-14,4.0065e-16,0.0075124,0.0052983,0.13432,1,94.736,94.736,0,0
1.3164,2.5404e-14,4.0042e-16,0.0076174,0.0053577,0.13517,1,94.86,94.86,0,0
1.3156,2.539e-14,4.002e-16,0.0077233,0.0054418,0.13587,1,94.984,94.984,0,0
1.3149,2.5376e-14,3.9998e-16,0.0078555,0.0055342,0.13647,1,95.108,95.108,0,0
1.3142,2.5362e-14,3.9976e-16,0.0079967,0.0056677,0.13697,1,95.232,95.232,0,0
1.3134,2.5348e-14,3.9953e-16,0.0080739,0.0058158,0.13739,1,95.356,95.356,0,0
1.3127,2.5333e-14,3.9929e-16,0.0081563,0.0060491,0.13774,1,95.48,95.48,0,0
1.3118,2.5317e-14,3.9904e-16,0.0082509,0.0063266,0.13802,1,95.604,95.604,0,0
1.311,2.53e-14,3.9878e-16,0.008293,0.006531,0.13826,1,95.728,95.728,0,0
1.31,2.5282e-14,3.985e-16,0.0082777,0.0066645,0.13847,1,95.852,95.852,0,0
1.309,2.5263e-14,3.9819e-16,0.0082316,0.0067471,0.13865,1,95.976,95.976,0,0
1.308,2.5243e-14,3.9787e-16,0.0081946,0.0068463,0.13878,1,96.1,96.1,0,0
1.3069,2.5222e-14,3.9755e-16,0.0082176,0.0070413,0.13885,1,96.224,96.224,0,0
1.3058,2.5201e-14,3.9721e-16,0.0082862,0.0073047,0.13888,1,96.348,96.348,0,0
1.3047,2.5179e-14,3.9687e-16,0.0082379,0.0073621,0.13887,1,96.472,96.472,0,0
1.3036,2.5158e-14,3.9653e-16,0.0082013,0.0074325,0.13884,1,96.596,96.596,0,0
1.3025,2.5136e-14,3.9619e-16,0.0081837,0.0075223,0.1388,1,96.72,96.72,0,0
1.3013,2.5114e-14,3.9584e-16,0.0081701,0.0076075,0.13875,1,96.844,96.844,0,0
1.3002,2.5092e-14,3.9549e-16,0.0080912,0.0075789,0.1387,1,96.968,96.968,0,0
1.299,2.507e-14,3.9515e-16,0.0080194,0.0074959,0.13862,1,97.092,97.092,0,0
1.2979,2.5048e-14,3.9481e-16,0.0079653,0.0073911,0.13852,1,97.216,97.216,0,0
1.2968,2.5027e-14,3.9447e-16,0.0079402,0.0072765,0.1384,1,97.34,97.34,0,0
1.2957,2.5006e-14,3.9415e-16,0.0079357,0.0072239,0.13823,1,97.464,97.464,0,0
1.2947,2.4986e-14,3.9383e-16,0.007896,0.0071484,0.13805,1,97.588,97.588,0,0
1.2937,2.4966e-14,3.9352e-16,0.0078078,0.0070351,0.13785,1,97.712,97.712,0,0
1.2927,2.4947e-14,3.9321e-16,0.0077471,0.0070234,0.1376,1,97.836,97.836,0,0
1.2917,2.4928e-14,3.9291e-16,0.0077005,0.0070089,0.13734,1,97.96,97.96,0,0
1.2907,2.4909e-14,3.9261e-16,0.0076717,0.0069805,0.13706,1,98.084,98.084,0,0
1.2897,2.4889e-14,3.9231e-16,0.0076429,0.0069052,0.13676,1,98.208,98.208,0,0
1.2887,2.487e-14,3.92e-16,0.0076307,0.0068544,0.13646,1,98.332,98.332,0,0
1.2876,2.4849e-14,3.9167e-16,0.0076648,0.0068949,0.13614,1,98.456,98.456,0,0
1.2866,2.483e-14,3.9136e-16,0.0076894,0.0069496,0.1358,1,98.58,98.58,0,0
1.2856,2.4811e-14,3.9106e-16,0.0077088,0.0070123,0.13547,1,98.704,98.704,0,0
1.2846,2.4791e-14,3.9076e-16,0.007719,0.0070549,0.13512,1,98.828,98.828,0,0
1.2836,2.4772e-14,3.9045e-16,0.0076973,0.007029,0.13474,1,98.952,98.952,0,0
1.2826,2.4752e-14,3.9014e-16,0.0076756,0.0070031,0.13436,1,99.076,99.076,0,0
1.2816,2.4732e-14,3.8983e-16,0.0076361,0.0069307,0.13396,1,99.2,99.2,0,0
1.2805,2.4713e-14,3.8952e-16,0.0075923,0.0068473,0.13355,1,99.324,99.324,0,0
1.2795,2.4693e-14,3.8921e-16,0.0075573,0.0067934,0.13315,1,99.448,99.448,0,0
1.2785,2.4674e-14,3.889e-16,0.0075362,0.0067865,0.13274,1,99.572,99.572,0,0
1.2775,2.4654e-14,3.8859e-16,0.0075151,0.0067795,0.13232,1,99.696,99.696,0,0
1.2765,2.4634e-14,3.8829e-16,0.0075138,0.0067866,0.13191,1,99.82,99.82,0,0
1.2755,2.4615e-14,3.8798e-16,0.0075131,0.0067941,0.13149,1,99.944,99.944,0,0
1.2745,2.4595e-14,3.8767e-16,0.0075137,0.0067968,0.13107,1,100.07,100.07,0,0
