"U:0","U:1","U:2","k","nut","omega","p","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.31684,6.1146e-15,9.6378e-17,0.00060754,0.0022377,0.11719,0.87564,0,1,88.04,88.04,0,0
0.32339,6.241e-15,9.837e-17,0.00063264,0.0018792,0.12116,0.87351,0,1,88.164,88.164,0,0
0.33153,6.3981e-15,1.0085e-16,0.00066239,0.001585,0.12632,0.8708,0,1,88.288,88.288,0,0
0.34162,6.5928e-15,1.0392e-16,0.00069733,0.0013428,0.13312,0.86736,0,1,88.412,88.412,0,0
0.35413,6.8343e-15,1.0772e-16,0.00073809,0.0011436,0.14228,0.86297,0,1,88.536,88.536,0,0
0.36978,7.1363e-15,1.1248e-16,0.00078627,0.00098085,0.1549,0.85727,0,1,88.66,88.66,0,0
0.38902,7.5075e-15,1.1833e-16,0.00084251,0.00084629,0.17193,0.84994,0,1,88.784,88.784,0,0
0.41302,7.9709e-15,1.2564e-16,0.00090881,0.00073721,0.19563,0.84027,0,1,88.908,88.908,0,0
0.44278,8.545e-15,1.3469e-16,0.00098666,0.00064891,0.22829,0.82747,0,1,89.032,89.032,0,0
0.47928,9.2495e-15,1.4579e-16,0.0010778,0.00057818,0.27234,0.81058,0,1,89.156,89.156,0,0
0.52382,1.0109e-14,1.5934e-16,0.0011847,0.00052333,0.33061,0.78818,0,1,89.28,89.28,0,0
0.57764,1.1148e-14,1.7571e-16,0.0013104,0.00048358,0.40516,0.75847,0,1,89.404,89.404,0,0
0.64165,1.2383e-14,1.9518e-16,0.0014578,0.00045933,0.49672,0.71936,0,1,89.528,89.528,0,0
0.71601,1.3818e-14,2.178e-16,0.0016298,0.00045262,0.60395,0.66878,0,1,89.652,89.652,0,0
0.79959,1.5431e-14,2.4322e-16,0.0018278,0.00046764,0.72251,0.60541,0,1,89.776,89.776,0,0
0.88954,1.7167e-14,2.7058e-16,0.0020517,0.00051173,0.84443,0.5295,0,1,89.9,89.9,0,0
0.98081,1.8928e-14,2.9835e-16,0.0023099,0.00059711,0.95959,0.4439,0,1,90.024,90.024,0,0
1.0703,2.0655e-14,3.2556e-16,0.0026068,0.00073848,1.0627,0.35107,0,1,90.148,90.148,0,0
1.1512,2.2217e-14,3.5018e-16,0.0028967,0.00093038,1.1454,0.25945,0,1,90.272,90.272,0,0
1.2221,2.3584e-14,3.7173e-16,0.0031793,0.0011885,1.2108,0.17381,0,1,90.396,90.396,0,0
1.2813,2.4727e-14,3.8975e-16,0.0034485,0.0015409,1.2616,0.098924,0,1,90.52,90.52,0,0
1.3294,2.5655e-14,4.0437e-16,0.003703,0.0020115,1.3022,0.036516,0,1,90.644,90.644,0,0
1.367,2.6381e-14,4.1581e-16,0.003946,0.0026393,1.3358,-0.013388,0,1,90.768,90.768,0,0
1.3959,2.6939e-14,4.2461e-16,0.004181,0.0030589,1.3655,-0.052562,0,1,90.892,90.892,0,0
1.4176,2.7359e-14,4.3123e-16,0.0044086,0.0031658,1.3925,-0.082272,0,1,91.016,91.016,0,0
1.4336,2.7666e-14,4.3608e-16,0.0046339,0.0032665,1.4186,-0.10398,0,1,91.14,91.14,0,0
1.445,2.7887e-14,4.3955e-16,0.0048578,0.0033625,1.4446,-0.11925,0,1,91.264,91.264,0,0
1.453,2.8042e-14,4.4199e-16,0.0050872,0.0034953,1.4555,-0.12958,0,1,91.388,91.388,0,0
1.4585,2.8146e-14,4.4364e-16,0.0052634,0.0036077,1.4589,-0.13622,0,1,91.512,91.512,0,0
1.462,2.8214e-14,4.4471e-16,0.0053218,0.0036541,1.4564,-0.14016,0,1,91.636,91.636,0,0
1.464,2.8254e-14,4.4533e-16,0.0053189,0.0036468,1.4585,-0.14209,0,1,91.76,91.76,0,0
1.4649,2.827e-14,4.4559e-16,0.0052884,0.0036328,1.4557,-0.14235,0,1,91.884,91.884,0,0
1.4648,2.827e-14,4.4558e-16,0.0052691,0.003625,1.4536,-0.14139,0,1,92.008,92.008,0,0
1.4641,2.8256e-14,4.4537e-16,0.0052917,0.0036459,1.4514,-0.13947,0,1,92.132,92.132,0,0
1.4629,2.8232e-14,4.4498e-16,0.0053101,0.003658,1.4516,-0.13672,0,1,92.256,92.256,0,0
1.4612,2.8199e-14,4.4448e-16,0.0053261,0.0036754,1.4491,-0.1334,0,1,92.38,92.38,0,0
1.4592,2.8161e-14,4.4387e-16,0.0053109,0.0036822,1.4423,-0.1296,0,1,92.504,92.504,0,0
1.4569,2.8117e-14,4.4318e-16,0.0052837,0.0036801,1.4358,-0.12547,0,1,92.628,92.628,0,0
1.4545,2.807e-14,4.4244e-16,0.0052417,0.003642,1.4393,-0.12109,0,1,92.752,92.752,0,0
1.4519,2.802e-14,4.4165e-16,0.0052301,0.0036305,1.4406,-0.1165,0,1,92.876,92.876,0,0
1.4492,2.7968e-14,4.4083e-16,0.0052451,0.003639,1.4414,-0.11179,0,1,93,93,0,0
1.4465,2.7915e-14,4.3999e-16,0.0052346,0.0036242,1.4443,-0.10698,0,1,93.124,93.124,0,0
1.4436,2.786e-14,4.3913e-16,0.0052427,0.0036365,1.4417,-0.1021,0,1,93.248,93.248,0,0
1.4408,2.7805e-14,4.3826e-16,0.0052117,0.003641,1.4314,-0.097184,0,1,93.372,93.372,0,0
1.4379,2.775e-14,4.3739e-16,0.0051751,0.0036387,1.4222,-0.092254,0,1,93.496,93.496,0,0
1.435,2.7694e-14,4.3652e-16,0.0051671,0.0036431,1.4183,-0.087323,0,1,93.62,93.62,0,0
1.4322,2.7639e-14,4.3564e-16,0.00517,0.0036584,1.4132,-0.082402,0,1,93.744,93.744,0,0
1.4293,2.7584e-14,4.3478e-16,0.0051552,0.0036635,1.4072,-0.077506,0,1,93.868,93.868,0,0
1.4265,2.753e-14,4.3392e-16,0.0051776,0.0036945,1.4015,-0.072647,0,1,93.992,93.992,0,0
1.4237,2.7476e-14,4.3307e-16,0.0052014,0.0037535,1.3858,-0.067839,0,1,94.116,94.116,0,0
1.421,2.7423e-14,4.3224e-16,0.0051733,0.0037955,1.3631,-0.063086,0,1,94.24,94.24,0,0
1.4183,2.7371e-14,4.3141e-16,0.00511,0.0038258,1.3357,-0.058395,0,1,94.364,94.364,0,0
1.4156,2.7319e-14,4.3061e-16,0.0050283,0.0038514,1.3056,-0.053772,0,1,94.488,94.488,0,0
1.413,2.7269e-14,4.2981e-16,0.0049371,0.0038747,1.2743,-0.04922,0,1,94.612,94.612,0,0
1.4104,2.722e-14,4.2903e-16,0.0048418,0.003896,1.2428,-0.044744,0,1,94.736,94.736,0,0
1.4079,2.7171e-14,4.2827e-16,0.0047462,0.0039149,1.2124,-0.040353,0,1,94.86,94.86,0,0
1.4055,2.7124e-14,4.2752e-16,0.0046529,0.0039306,1.1838,-0.036053,0,1,94.984,94.984,0,0
1.4031,2.7077e-14,4.2679e-16,0.0045635,0.0039424,1.1576,-0.031843,0,1,95.108,95.108,0,0
1.4007,2.7032e-14,4.2608e-16,0.0044785,0.0039494,1.134,-0.027724,0,1,95.232,95.232,0,0
1.3984,2.6988e-14,4.2538e-16,0.0043985,0.0039516,1.1131,-0.023697,0,1,95.356,95.356,0,0
1.3962,2.6945e-14,4.247e-16,0.0043236,0.0039492,1.0948,-0.019761,0,1,95.48,95.48,0,0
1.394,2.6903e-14,4.2404e-16,0.0042537,0.0039426,1.0789,-0.015916,0,1,95.604,95.604,0,0
1.3919,2.6861e-14,4.2338e-16,0.0041887,0.0039325,1.0651,-0.01216,0,1,95.728,95.728,0,0
1.3898,2.6821e-14,4.2275e-16,0.0041287,0.0039195,1.0534,-0.008499,0,1,95.852,95.852,0,0
1.3878,2.6782e-14,4.2213e-16,0.004074,0.0039039,1.0435,-0.0049476,0,1,95.976,95.976,0,0
1.3858,2.6744e-14,4.2153e-16,0.0040234,0.0038868,1.0351,-0.0014875,0,1,96.1,96.1,0,0
1.3839,2.6707e-14,4.2095e-16,0.0039764,0.0038687,1.0278,0.0018835,0,1,96.224,96.224,0,0
1.382,2.6671e-14,4.2038e-16,0.0039327,0.0038499,1.0215,0.0051678,0,1,96.348,96.348,0,0
1.3802,2.6635e-14,4.1983e-16,0.0038928,0.0038308,1.0162,0.0083499,0,1,96.472,96.472,0,0
1.3784,2.6602e-14,4.1929e-16,0.0038561,0.0038115,1.0117,0.011431,0,1,96.596,96.596,0,0
1.3767,2.6569e-14,4.1877e-16,0.0038217,0.0037923,1.0077,0.014434,0,1,96.72,96.72,0,0
1.375,2.6536e-14,4.1826e-16,0.0037895,0.0037734,1.0043,0.01736,0,1,96.844,96.844,0,0
1.3734,2.6505e-14,4.1777e-16,0.0037597,0.0037549,1.0013,0.020184,0,1,96.968,96.968,0,0
1.3719,2.6475e-14,4.173e-16,0.003732,0.0037371,0.99861,0.022912,0,1,97.092,97.092,0,0
1.3704,2.6446e-14,4.1684e-16,0.0037055,0.0037195,0.99623,0.025566,0,1,97.216,97.216,0,0
1.3689,2.6418e-14,4.164e-16,0.0036804,0.003702,0.99417,0.028137,0,1,97.34,97.34,0,0
1.3675,2.6391e-14,4.1597e-16,0.003657,0.0036849,0.99242,0.030593,0,1,97.464,97.464,0,0
1.3661,2.6365e-14,4.1556e-16,0.0036343,0.0036677,0.99091,0.032983,0,1,97.588,97.588,0,0
1.3648,2.6339e-14,4.1516e-16,0.0036125,0.0036502,0.98965,0.035304,0,1,97.712,97.712,0,0
1.3636,2.6315e-14,4.1478e-16,0.0035918,0.0036332,0.98859,0.037514,0,1,97.836,97.836,0,0
1.3623,2.6291e-14,4.144e-16,0.0035715,0.0036161,0.98766,0.039668,0,1,97.96,97.96,0,0
1.3612,2.6269e-14,4.1404e-16,0.0035518,0.003599,0.9869,0.041753,0,1,98.084,98.084,0,0
1.36,2.6247e-14,4.137e-16,0.0035328,0.0035804,0.98671,0.043738,0,1,98.208,98.208,0,0
1.3589,2.6226e-14,4.1337e-16,0.0035138,0.0035612,0.9867,0.045695,0,1,98.332,98.332,0,0
1.3578,2.6205e-14,4.1303e-16,0.0034948,0.0035413,0.98687,0.04762,0,1,98.456,98.456,0,0
1.3568,2.6185e-14,4.1273e-16,0.0034774,0.0035233,0.98699,0.049366,0,1,98.58,98.58,0,0
1.3559,2.6167e-14,4.1245e-16,0.0034609,0.0035062,0.98708,0.051014,0,1,98.704,98.704,0,0
1.355,2.6149e-14,4.1216e-16,0.0034444,0.0034891,0.98719,0.052639,0,1,98.828,98.828,0,0
1.3541,2.6132e-14,4.1189e-16,0.003428,0.0034718,0.98736,0.05419,0,1,98.952,98.952,0,0
1.3532,2.6115e-14,4.1162e-16,0.0034116,0.0034546,0.98754,0.055741,0,1,99.076,99.076,0,0
1.3524,2.6099e-14,4.1137e-16,0.003396,0.0034375,0.98792,0.057166,0,1,99.2,99.2,0,0
1.3516,2.6084e-14,4.1113e-16,0.0033806,0.0034205,0.98835,0.05856,0,1,99.324,99.324,0,0
1.3508,2.6068e-14,4.1089e-16,0.0033656,0.0034038,0.98876,0.059899,0,1,99.448,99.448,0,0
1.3501,2.6054e-14,4.1067e-16,0.003351,0.0033878,0.98915,0.061152,0,1,99.572,99.572,0,0
1.3493,2.604e-14,4.1044e-16,0.0033365,0.0033718,0.98953,0.062404,0,1,99.696,99.696,0,0
1.3487,2.6027e-14,4.1024e-16,0.0033228,0.0033566,0.98996,0.063529,0,1,99.82,99.82,0,0
1.348,2.6014e-14,4.1004e-16,0.0033093,0.0033414,0.99039,0.06465,0,1,99.944,99.944,0,0
1.3474,2.6002e-14,4.0985e-16,0.0032965,0.0033265,0.99097,0.065702,0,1,100.07,100.07,0,0
1.3468,2.5991e-14,4.0966e-16,0.0032843,0.0033119,0.99168,0.066699,0,1,100.19,100.19,0,0
1.3462,2.5979e-14,4.0948e-16,0.0032723,0.0032972,0.99244,0.067681,0,1,100.32,100.32,0,0
1.3456,2.5968e-14,4.0931e-16,0.0032609,0.0032822,0.99354,0.068564,0,1,100.44,100.44,0,0
1.3451,2.5958e-14,4.0915e-16,0.0032496,0.0032672,0.99463,0.069447,0,1,100.56,100.56,0,0
1.3445,2.5948e-14,4.0899e-16,0.0032397,0.003253,0.99593,0.070256,0,1,100.69,100.69,0,0
1.344,2.5938e-14,4.0884e-16,0.0032303,0.0032391,0.99731,0.071035,0,1,100.81,100.81,0,0
1.3435,2.5929e-14,4.0869e-16,0.0032215,0.0032255,0.99876,0.071786,0,1,100.94,100.94,0,0
1.3431,2.592e-14,4.0854e-16,0.003214,0.0032128,1.0004,0.072469,0,1,101.06,101.06,0,0
1.3426,2.5911e-14,4.084e-16,0.0032065,0.0032001,1.002,0.073152,0,1,101.18,101.18,0,0
1.3422,2.5902e-14,4.0827e-16,0.0032002,0.003188,1.0039,0.073758,0,1,101.31,101.31,0,0
1.3418,2.5894e-14,4.0814e-16,0.0031942,0.003176,1.0057,0.074352,0,1,101.43,101.43,0,0
1.3413,2.5886e-14,4.0802e-16,0.0031889,0.0031646,1.0077,0.074908,0,1,101.56,101.56,0,0
1.3409,2.5879e-14,4.079e-16,0.0031845,0.003154,1.0097,0.075419,0,1,101.68,101.68,0,0
1.3406,2.5871e-14,4.0778e-16,0.0031802,0.0031433,1.0117,0.075927,0,1,101.8,101.8,0,0
1.3402,2.5864e-14,4.0766e-16,0.0031768,0.0031334,1.0139,0.076361,0,1,101.93,101.93,0,0
1.3398,2.5856e-14,4.0755e-16,0.0031735,0.0031235,1.016,0.076795,0,1,102.05,102.05,0,0
1.3394,2.5849e-14,4.0744e-16,0.0031697,0.0031126,1.0184,0.077188,0,1,102.18,102.18,0,0
1.3391,2.5843e-14,4.0733e-16,0.0031658,0.0031012,1.0209,0.077554,0,1,102.3,102.3,0,0
1.3387,2.5836e-14,4.0722e-16,0.0031622,0.00309,1.0234,0.077907,0,1,102.42,102.42,0,0
1.3384,2.5829e-14,4.0712e-16,0.0031603,0.0030799,1.0261,0.078211,0,1,102.55,102.55,0,0
1.338,2.5822e-14,4.0701e-16,0.0031584,0.0030698,1.0289,0.078515,0,1,102.67,102.67,0,0
1.3377,2.5816e-14,4.0691e-16,0.0031586,0.003063,1.0312,0.078774,0,1,102.8,102.8,0,0
1.3374,2.581e-14,4.0681e-16,0.0031595,0.0030573,1.0335,0.079019,0,1,102.92,102.92,0,0
1.337,2.5803e-14,4.0671e-16,0.0031605,0.0030516,1.0357,0.079245,0,1,103.04,103.04,0,0
1.3367,2.5797e-14,4.0661e-16,0.0031616,0.0030462,1.0379,0.079434,0,1,103.17,103.17,0,0
1.3364,2.5791e-14,4.0651e-16,0.0031627,0.0030408,1.0401,0.079623,0,1,103.29,103.29,0,0
1.3361,2.5784e-14,4.0641e-16,0.0031639,0.0030331,1.0431,0.079764,0,1,103.42,103.42,0,0
1.3357,2.5778e-14,4.0631e-16,0.0031651,0.0030253,1.0462,0.079901,0,1,103.54,103.54,0,0
1.3354,2.5772e-14,4.0621e-16,0.0031678,0.0030206,1.0487,0.080012,0,1,103.66,103.66,0,0
1.3351,2.5765e-14,4.0611e-16,0.0031717,0.0030189,1.0506,0.0801,0,1,103.79,103.79,0,0
1.3348,2.5759e-14,4.0601e-16,0.0031759,0.0030177,1.0524,0.080184,0,1,103.91,103.91,0,0
1.3344,2.5753e-14,4.0591e-16,0.0031829,0.0030217,1.0534,0.080226,0,1,104.04,104.04,0,0
1.3341,2.5746e-14,4.0581e-16,0.0031899,0.0030256,1.0543,0.080267,0,1,104.16,104.16,0,0
1.3338,2.574e-14,4.0571e-16,0.0031989,0.0030294,1.0559,0.08028,0,1,104.28,104.28,0,0
1.3334,2.5733e-14,4.056e-16,0.0032089,0.0030332,1.0579,0.080279,0,1,104.41,104.41,0,0
1.3331,2.5727e-14,4.055e-16,0.0032196,0.0030373,1.06,0.080268,0,1,104.53,104.53,0,0
1.3327,2.572e-14,4.0539e-16,0.0032324,0.003042,1.0626,0.080227,0,1,104.66,104.66,0,0
1.3324,2.5713e-14,4.0529e-16,0.0032451,0.0030467,1.0651,0.080187,0,1,104.78,104.78,0,0
1.332,2.5706e-14,4.0517e-16,0.0032599,0.0030525,1.0679,0.080117,0,1,104.9,104.9,0,0
1.3316,2.5699e-14,4.0506e-16,0.0032752,0.0030585,1.0708,0.080042,0,1,105.03,105.03,0,0
1.3312,2.5691e-14,4.0495e-16,0.0032914,0.0030652,1.0738,0.079953,0,1,105.15,105.15,0,0
1.3309,2.5684e-14,4.0483e-16,0.003309,0.0030728,1.0768,0.079845,0,1,105.28,105.28,0,0
1.3305,2.5676e-14,4.0471e-16,0.0033265,0.0030804,1.0799,0.079738,0,1,105.4,105.4,0,0
1.33,2.5668e-14,4.0458e-16,0.0033469,0.0030903,1.083,0.0796,0,1,105.52,105.52,0,0
1.3296,2.566e-14,4.0445e-16,0.0033673,0.0031001,1.0862,0.079463,0,1,105.65,105.65,0,0
1.3292,2.5652e-14,4.0432e-16,0.0033892,0.0031112,1.0893,0.079307,0,1,105.77,105.77,0,0
1.3288,2.5643e-14,4.0419e-16,0.003412,0.0031232,1.0924,0.079139,0,1,105.9,105.9,0,0
1.3283,2.5635e-14,4.0405e-16,0.0034353,0.0031356,1.0955,0.078966,0,1,106.02,106.02,0,0
1.3278,2.5626e-14,4.0391e-16,0.003461,0.0031501,1.0986,0.078767,0,1,106.14,106.14,0,0
1.3274,2.5617e-14,4.0377e-16,0.0034867,0.0031647,1.1017,0.078569,0,1,106.27,106.27,0,0
1.3269,2.5607e-14,4.0362e-16,0.0035144,0.0031811,1.1047,0.07835,0,1,106.39,106.39,0,0
1.3264,2.5598e-14,4.0347e-16,0.0035428,0.0031981,1.1078,0.078124,0,1,106.52,106.52,0,0
1.3259,2.5588e-14,4.0332e-16,0.0035721,0.0032159,1.1107,0.07789,0,1,106.64,106.64,0,0
1.3254,2.5578e-14,4.0316e-16,0.003603,0.0032353,1.1136,0.077637,0,1,106.76,106.76,0,0
1.3248,2.5568e-14,4.0299e-16,0.003634,0.0032547,1.1165,0.077385,0,1,106.89,106.89,0,0
1.3243,2.5557e-14,4.0282e-16,0.0036672,0.0032763,1.1193,0.077111,0,1,107.01,107.01,0,0
1.3237,2.5546e-14,4.0265e-16,0.0037008,0.0032982,1.122,0.076835,0,1,107.14,107.14,0,0
1.3231,2.5535e-14,4.0248e-16,0.0037352,0.003321,1.1247,0.076548,0,1,107.26,107.26,0,0
1.3225,2.5523e-14,4.023e-16,0.0037707,0.0033449,1.1273,0.07625,0,1,107.38,107.38,0,0
1.3219,2.5512e-14,4.0211e-16,0.0038063,0.0033689,1.1298,0.075951,0,1,107.51,107.51,0,0
1.3213,2.5499e-14,4.0192e-16,0.0038441,0.0033953,1.1321,0.075633,0,1,107.63,107.63,0,0
1.3207,2.5487e-14,4.0173e-16,0.0038818,0.0034216,1.1345,0.075315,0,1,107.76,107.76,0,0
1.32,2.5474e-14,4.0153e-16,0.0039202,0.0034489,1.1366,0.074985,0,1,107.88,107.88,0,0
1.3193,2.5462e-14,4.0132e-16,0.0039588,0.0034766,1.1386,0.074649,0,1,108,108,0,0
1.3187,2.5448e-14,4.0112e-16,0.0039978,0.0035049,1.1406,0.07431,0,1,108.13,108.13,0,0
1.3179,2.5435e-14,4.009e-16,0.0040381,0.0035348,1.1424,0.073958,0,1,108.25,108.25,0,0
1.3172,2.5421e-14,4.0068e-16,0.0040784,0.0035647,1.1441,0.073607,0,1,108.38,108.38,0,0
1.3165,2.5407e-14,4.0046e-16,0.0041187,0.0035952,1.1456,0.073244,0,1,108.5,108.5,0,0
1.3158,2.5392e-14,4.0023e-16,0.0041589,0.0036259,1.147,0.072877,0,1,108.62,108.62,0,0
1.315,2.5378e-14,4e-16,0.0041995,0.0036572,1.1482,0.072505,0,1,108.75,108.75,0,0
1.3142,2.5363e-14,3.9976e-16,0.0042406,0.0036896,1.1493,0.072123,0,1,108.87,108.87,0,0
1.3134,2.5347e-14,3.9952e-16,0.0042818,0.0037219,1.1504,0.071741,0,1,109,109,0,0
1.3126,2.5332e-14,3.9928e-16,0.0043227,0.0037549,1.1512,0.071343,0,1,109.12,109.12,0,0
1.3118,2.5316e-14,3.9903e-16,0.0043636,0.003788,1.1519,0.070944,0,1,109.24,109.24,0,0
1.311,2.53e-14,3.9877e-16,0.0044046,0.0038216,1.1525,0.070537,0,1,109.37,109.37,0,0
1.3101,2.5283e-14,3.9852e-16,0.0044456,0.0038556,1.153,0.070122,0,1,109.49,109.49,0,0
1.3093,2.5267e-14,3.9826e-16,0.0044867,0.0038898,1.1535,0.069706,0,1,109.62,109.62,0,0
1.3084,2.525e-14,3.9799e-16,0.0045279,0.003925,1.1536,0.069278,0,1,109.74,109.74,0,0
1.3075,2.5233e-14,3.9772e-16,0.0045691,0.0039601,1.1538,0.06885,0,1,109.86,109.86,0,0
1.3066,2.5215e-14,3.9744e-16,0.0046104,0.0039957,1.1538,0.068413,0,1,109.99,109.99,0,0
1.3057,2.5198e-14,3.9716e-16,0.0046517,0.0040315,1.1538,0.067973,0,1,110.11,110.11,0,0
1.3047,2.518e-14,3.9688e-16,0.0046933,0.0040672,1.1539,0.067529,0,1,110.24,110.24,0,0
1.3038,2.5162e-14,3.966e-16,0.0047354,0.0041029,1.1541,0.067077,0,1,110.36,110.36,0,0
1.3029,2.5143e-14,3.9631e-16,0.0047775,0.0041386,1.1544,0.066625,0,1,110.48,110.48,0,0
1.3019,2.5125e-14,3.9601e-16,0.0048201,0.0041748,1.1546,0.066163,0,1,110.61,110.61,0,0
1.3009,2.5106e-14,3.9572e-16,0.0048628,0.004211,1.1548,0.065699,0,1,110.73,110.73,0,0
1.2999,2.5087e-14,3.9542e-16,0.004906,0.0042483,1.1548,0.065229,0,1,110.86,110.86,0,0
1.2989,2.5068e-14,3.9511e-16,0.0049498,0.004287,1.1546,0.064754,0,1,110.98,110.98,0,0
1.2979,2.5048e-14,3.9481e-16,0.0049936,0.0043257,1.1544,0.064279,0,1,111.1,111.1,0,0
1.2969,2.5029e-14,3.945e-16,0.0050382,0.0043657,1.1541,0.063794,0,1,111.23,111.23,0,0
1.2959,2.5009e-14,3.9419e-16,0.0050828,0.0044057,1.1537,0.06331,0,1,111.35,111.35,0,0
1.2948,2.4989e-14,3.9387e-16,0.0051277,0.0044459,1.1534,0.06282,0,1,111.48,111.48,0,0
1.2938,2.4968e-14,3.9355e-16,0.0051729,0.0044862,1.1531,0.062327,0,1,111.6,111.6,0,0
1.2927,2.4948e-14,3.9323e-16,0.005218,0.0045266,1.1527,0.061832,0,1,111.72,111.72,0,0
1.2916,2.4927e-14,3.929e-16,0.0052631,0.0045672,1.1524,0.06133,0,1,111.85,111.85,0,0
1.2906,2.4906e-14,3.9257e-16,0.0053082,0.0046078,1.152,0.060829,0,1,111.97,111.97,0,0
1.2895,2.4885e-14,3.9224e-16,0.0053532,0.0046487,1.1515,0.060318,0,1,112.1,112.1,0,0
1.2884,2.4864e-14,3.9191e-16,0.0053981,0.0046898,1.151,0.059805,0,1,112.22,112.22,0,0
1.2873,2.4843e-14,3.9158e-16,0.0054427,0.0047309,1.1505,0.059288,0,1,112.34,112.34,0,0
1.2862,2.4822e-14,3.9124e-16,0.0054867,0.0047723,1.1497,0.058764,0,1,112.47,112.47,0,0
1.2851,2.48e-14,3.909e-16,0.0055308,0.0048137,1.149,0.05824,0,1,112.59,112.59,0,0
1.2839,2.4778e-14,3.9056e-16,0.0055742,0.0048553,1.1481,0.057706,0,1,112.72,112.72,0,0
1.2828,2.4757e-14,3.9021e-16,0.0056176,0.004897,1.1472,0.057171,0,1,112.84,112.84,0,0
1.2817,2.4735e-14,3.8987e-16,0.0056605,0.0049387,1.1462,0.056632,0,1,112.96,112.96,0,0
1.2805,2.4713e-14,3.8952e-16,0.0057027,0.0049804,1.1451,0.056088,0,1,113.09,113.09,0,0
1.2794,2.4691e-14,3.8917e-16,0.0057449,0.0050222,1.1439,0.055544,0,1,113.21,113.21,0,0
1.2782,2.4668e-14,3.8882e-16,0.0057865,0.0050645,1.1426,0.054994,0,1,113.34,113.34,0,0
1.2771,2.4646e-14,3.8847e-16,0.005828,0.0051069,1.1412,0.054444,0,1,113.46,113.46,0,0
1.2759,2.4624e-14,3.8812e-16,0.005869,0.0051499,1.1397,0.053889,0,1,113.58,113.58,0,0
1.2748,2.4602e-14,3.8777e-16,0.0059098,0.0051932,1.138,0.053332,0,1,113.71,113.71,0,0
1.2736,2.4579e-14,3.8741e-16,0.0059504,0.0052369,1.1363,0.052774,0,1,113.83,113.83,0,0
1.2724,2.4556e-14,3.8706e-16,0.0059905,0.0052813,1.1343,0.052212,0,1,113.96,113.96,0,0
1.2713,2.4534e-14,3.867e-16,0.0060307,0.0053257,1.1324,0.05165,0,1,114.08,114.08,0,0
1.2701,2.4511e-14,3.8634e-16,0.0060703,0.0053711,1.1302,0.051083,0,1,114.2,114.2,0,0
1.2689,2.4488e-14,3.8599e-16,0.0061098,0.0054167,1.128,0.050515,0,1,114.33,114.33,0,0
1.2677,2.4466e-14,3.8563e-16,0.006149,0.0054625,1.1257,0.049945,0,1,114.45,114.45,0,0
1.2666,2.4443e-14,3.8527e-16,0.0061875,0.0055086,1.1233,0.049371,0,1,114.58,114.58,0,0
1.2654,2.442e-14,3.8491e-16,0.0062261,0.0055548,1.1209,0.048798,0,1,114.7,114.7,0,0
1.2642,2.4397e-14,3.8455e-16,0.0062639,0.0056013,1.1183,0.048218,0,1,114.82,114.82,0,0
1.263,2.4374e-14,3.8419e-16,0.0063016,0.0056479,1.1158,0.047639,0,1,114.95,114.95,0,0
1.2618,2.4351e-14,3.8383e-16,0.0063388,0.0056947,1.1132,0.047056,0,1,115.07,115.07,0,0
1.2606,2.4329e-14,3.8347e-16,0.0063755,0.0057416,1.1105,0.04647,0,1,115.2,115.2,0,0
1.2594,2.4306e-14,3.831e-16,0.006412,0.0057885,1.1078,0.045883,0,1,115.32,115.32,0,0
1.2583,2.4283e-14,3.8274e-16,0.0064475,0.0058353,1.105,0.045289,0,1,115.44,115.44,0,0
1.2571,2.426e-14,3.8238e-16,0.006483,0.0058821,1.1022,0.044696,0,1,115.57,115.57,0,0
1.2559,2.4237e-14,3.8202e-16,0.0065177,0.0059292,1.0993,0.044097,0,1,115.69,115.69,0,0
1.2547,2.4214e-14,3.8167e-16,0.0065521,0.0059763,1.0964,0.043496,0,1,115.82,115.82,0,0
1.2535,2.4192e-14,3.8131e-16,0.006586,0.0060234,1.0935,0.042894,0,1,115.94,115.94,0,0
1.2524,2.4169e-14,3.8095e-16,0.0066188,0.0060702,1.0904,0.042286,0,1,116.06,116.06,0,0
1.2512,2.4146e-14,3.8059e-16,0.0066516,0.006117,1.0874,0.041679,0,1,116.19,116.19,0,0
1.25,2.4124e-14,3.8024e-16,0.0066829,0.0061637,1.0843,0.041067,0,1,116.31,116.31,0,0
1.2489,2.4101e-14,3.7988e-16,0.006714,0.0062103,1.0812,0.040454,0,1,116.44,116.44,0,0
1.2477,2.4079e-14,3.7953e-16,0.006744,0.0062565,1.078,0.039838,0,1,116.56,116.56,0,0
1.2465,2.4057e-14,3.7918e-16,0.0067728,0.0063023,1.0747,0.03922,0,1,116.68,116.68,0,0
1.2454,2.4034e-14,3.7883e-16,0.0068015,0.006348,1.0715,0.038602,0,1,116.81,116.81,0,0
1.2442,2.4012e-14,3.7848e-16,0.0068282,0.0063933,1.0681,0.037979,0,1,116.93,116.93,0,0
1.2431,2.399e-14,3.7813e-16,0.006855,0.0064387,1.0647,0.037356,0,1,117.06,117.06,0,0
1.242,2.3968e-14,3.7779e-16,0.0068804,0.0064834,1.0613,0.036732,0,1,117.18,117.18,0,0
1.2408,2.3946e-14,3.7744e-16,0.006905,0.0065279,1.0578,0.036105,0,1,117.3,117.3,0,0
1.2397,2.3925e-14,3.771e-16,0.0069292,0.0065722,1.0544,0.035478,0,1,117.43,117.43,0,0
